Feature	Intercept_mean	tumor_type[T.HCC]_mean	Intercept_std	tumor_type[T.HCC]_std	Intercept_hdi	tumor_type[T.HCC]_hdi
G000447205	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000006765	-7.770983033425003	1.263086143379999	4.3566846030772455	4.013119638272499	(-14.9752, 0.500142)	(-6.53017, 8.90584)
G001025195	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G001997165	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G001552595	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G002288305	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000759775	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G002959715	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000368065	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000463665	-10.951819724999984	-3.542781572914998	1.7960122618265928	3.4978669235405073	(-14.269, -7.55201)	(-11.0868, 1.96864)
G000169475	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000006925	-12.084474917650018	1.336613834749999	3.0475143660345023	2.7762380776667173	(-17.9879, -6.02955)	(-4.12125, 6.4984)
G001025215	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G001997185	-9.508817375499982	-1.0163456748620003	1.5429890468415224	2.021086337986977	(-11.984, -6.31088)	(-4.79707, 2.91964)
G001553955	-9.57937134114999	-3.8818311281500035	2.4507524005499346	3.6772639701474548	(-13.2252, -4.7393)	(-11.4873, 2.56761)
G002980595	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000759995	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G002288325	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000368145	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000173435	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000465575	-10.691420910000001	-0.14806220443	1.5337025369875923	1.8483720713518628	(-13.6242, -8.02839)	(-3.76678, 3.33224)
G000008865	-12.084474917650018	1.336613834749999	3.0475143660345023	2.7762380776667173	(-17.9879, -6.02955)	(-4.12125, 6.4984)
G001028645	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G002014755	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G001586155	-7.770983033425003	1.263086143379999	4.3566846030772455	4.013119638272499	(-14.9752, 0.500142)	(-6.53017, 8.90584)
G002980625	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000770925	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G002288365	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000368625	-8.226727213210003	-2.962326322865	2.980325584319599	4.395369011106707	(-13.1124, -1.97466)	(-11.5449, 5.37661)
G000173455	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000010125	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000472405	-4.923299849620008	-4.1673276623000035	1.9404058729340696	4.597700597839804	(-8.1957, -1.1208)	(-12.6962, 4.54342)
G001041315	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G002017865	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G001586235	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G002992955	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000771025	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G002310475	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G000368665	-10.817790108390001	-3.626735317330003	2.0573100262297053	3.556748628318779	(-14.7268, -7.31404)	(-10.668, 2.60599)
