	15336.CRC.5.Plasma	15336.CRC.1.Plasma	15336.HCC.5.Plasma	15336.HCC.6.Plasma	15336.CRC.3.Plasma	15336.CRC.2.Plasma	15336.HCC.2.Plasma	15336.HCC.12.Plasma	15336.HCC.4.Plasma	15336.HCC.7.Plasma	15336.HCC.8.Plasma	15336.CRC.6.Plasma	15336.HCC.3.Plasma	15336.HCC.11.Plasma	15336.CRC.8.Plasma	15336.CRC.7.Plasma	15336.CRC.11.Plasma	15336.CRC.10.Plasma	15336.HCC.15.Plasma	15336.HCC.9.Plasma	15336.HCC.10.Plasma	15336.HCC.13.Plasma	15336.CRC.4.Plasma	15336.CRC.9.Plasma	15336.HCC.1.Plasma
d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Pseudenhygromyxa;s__Pseudenhygromyxa sp. WMMC2535	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__Duganella aceris	0.0	4.0	1.0	10.0	4.0	1.0	0.0	0.0	4.0	1.0	2.0	2.0	3.0	2.0	1.0	3.0	2.0	2.0	0.0	1.0	5.0	0.0	0.0	0.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca;s__Jeotgalibaca porci	2.0	1.0	2.0	13.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium bernardetii	5.0	1.0	4.0	5.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter lanii	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas;s__Polaromonas vacuolata	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea;s__Zoogloea dura	0.0	7.0	8.0	19.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	2.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas bentonitica	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia faecis	0.0	4.0	0.0	15.0	0.0	0.0	3.0	0.0	4.0	3.0	3.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	2.0	6.0	0.0	1.0	2.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia glucerasea	0.0	2.0	0.0	3.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0
d__Bacteria;p__Cyanobacteria;c__;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__Pseudanabaena biceps	0.0	0.0	156.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax antarcticus	0.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella;s__Schlegelella koreensis	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium lividum	0.0	1.0	0.0	5.0	3.0	1.0	1.0	0.0	2.0	2.0	0.0	5.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei	0.0	1.0	0.0	3.0	0.0	2.0	4.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;s__Hydrogenophaga aromaticivorans	1.0	1.0	0.0	2.0	4.0	6.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas hunanensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium tuberculostearicum	2.0	14.0	10.0	6.0	2.0	4.0	4.0	2.0	10.0	14.0	30.0	2.0	38.0	2.0	2.0	10.0	4.0	6.0	10.0	8.0	4.0	12.0	0.0	0.0	8.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia antarctica	0.0	0.0	345.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	34.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sediminis	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Sphaerotilus;s__Sphaerotilus montanus	32.0	346.0	138.0	635.0	164.0	222.0	123.0	34.0	270.0	176.0	128.0	314.0	78.0	48.0	60.0	126.0	26.0	72.0	76.0	76.0	120.0	48.0	22.0	244.0	50.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Tepidicella;s__Tepidicella baoligensis	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium haemomassiliense	0.0	0.0	6.0	1.0	3.0	6.0	0.0	0.0	8.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	2.0	13.0	6.0	5.0	0.0	2.0	0.0	0.0	2.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas piscis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus yunnanensis	0.0	2.0	2.0	57.0	2.0	1.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Aquariibacter;s__Aquariibacter albus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus;s__Sphingorhabdus rigui	0.0	5.0	6.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	2.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella rosea	2.0	9.0	15.0	36.0	12.0	5.0	14.0	0.0	22.0	12.0	7.0	35.0	9.0	8.0	2.0	8.0	3.0	6.0	10.0	12.0	12.0	1.0	0.0	0.0	8.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus endophyticus	6.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas odontotermitis	0.0	11.0	0.0	12.0	8.0	1.0	2.0	2.0	0.0	4.0	0.0	0.0	5.0	2.0	0.0	11.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas huaxiensis	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__Undibacterium seohonense	0.0	13.0	3.0	16.0	4.0	8.0	2.0	0.0	6.0	2.0	6.0	5.0	2.0	5.0	4.0	7.0	2.0	0.0	0.0	2.0	3.0	0.0	1.0	21.0	3.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia intestinalis	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas albertensis	0.0	11.0	4.0	17.0	6.0	5.0	6.0	3.0	7.0	3.0	6.0	11.0	2.0	1.0	2.0	6.0	4.0	3.0	0.0	3.0	7.0	4.0	0.0	10.0	2.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium faecale	0.0	15.0	2.0	3.0	0.0	3.0	2.0	0.0	3.0	2.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Diaphorobacter;s__Diaphorobacter aerolatus	0.0	10.0	4.0	4.0	2.0	1.0	0.0	0.0	2.0	2.0	1.0	4.0	2.0	3.0	0.0	2.0	0.0	4.0	0.0	0.0	5.0	1.0	0.0	4.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax monticola	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter modestus	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Chelatococcaceae;g__Chelatococcus;s__Chelatococcus composti	0.0	3.0	13.0	6.0	2.0	3.0	6.0	0.0	1.0	9.0	12.0	4.0	1.0	1.0	2.0	1.0	0.0	1.0	4.0	13.0	0.0	4.0	1.0	2.0	40.0
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceivirga;s__Croceivirga lutea	1.0	6.0	27.0	6.0	4.0	3.0	10.0	3.0	1.0	20.0	28.0	8.0	4.0	2.0	2.0	3.0	1.0	2.0	8.0	26.0	2.0	13.0	1.0	2.0	87.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium saperdae	2.0	9.0	54.0	20.0	9.0	7.0	21.0	4.0	3.0	41.0	65.0	13.0	7.0	8.0	6.0	8.0	2.0	6.0	16.0	58.0	3.0	22.0	4.0	10.0	189.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;s__Actinomadura cremea	2.0	12.0	53.0	13.0	8.0	8.0	22.0	5.0	4.0	48.0	61.0	14.0	7.0	8.0	5.0	7.0	2.0	6.0	15.0	58.0	2.0	25.0	4.0	8.0	182.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces geysiriensis	1.0	7.0	29.0	7.0	5.0	4.0	13.0	3.0	1.0	30.0	37.0	10.0	4.0	4.0	4.0	4.0	1.0	3.0	9.0	33.0	2.0	14.0	3.0	8.0	102.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas glacialis	0.0	1.0	4.0	5.0	0.0	6.0	8.0	1.0	1.0	10.0	10.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	7.0	0.0	2.0	0.0	3.0	12.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium hominis	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia whittamii	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;s__Limnohabitans radicicola	0.0	5.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium afermentans	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	0.0	3.0	10.0	31.0	6.0	7.0	0.0	0.0	9.0	15.0	8.0	9.0	4.0	5.0	0.0	11.0	3.0	0.0	0.0	5.0	16.0	6.0	4.0	26.0	2.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paulum	12.0	28.0	4.0	15.0	4.0	7.0	6.0	0.0	11.0	12.0	6.0	9.0	1.0	2.0	0.0	8.0	2.0	1.0	2.0	11.0	8.0	6.0	0.0	6.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium casei	0.0	0.0	160.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__Delftia lacustris	0.0	1.0	4.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__Arcobacter vandammei	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter faecalis	0.0	16.0	10.0	13.0	2.0	4.0	11.0	0.0	3.0	5.0	1.0	20.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0	4.0	1.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__Delftia acidovorans	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas carnis	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium striatum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes derwentensis	4.0	24.0	12.0	34.0	4.0	10.0	14.0	2.0	22.0	36.0	8.0	16.0	2.0	8.0	4.0	2.0	0.0	6.0	6.0	2.0	12.0	2.0	2.0	4.0	2.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes palleronii	3.0	22.0	7.0	65.0	3.0	11.0	12.0	0.0	23.0	12.0	5.0	26.0	0.0	10.0	1.0	6.0	3.0	16.0	5.0	1.0	19.0	6.0	0.0	15.0	2.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus comes	0.0	2.0	0.0	11.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	2.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium laevaniformans	1.0	6.0	17.0	50.0	2.0	4.0	3.0	5.0	11.0	25.0	5.0	38.0	14.0	14.0	0.0	8.0	2.0	0.0	1.0	1.0	8.0	10.0	2.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas denitrificans	2.0	16.0	5.0	19.0	8.0	5.0	2.0	0.0	12.0	5.0	2.0	20.0	0.0	2.0	0.0	17.0	0.0	4.0	0.0	6.0	5.0	0.0	0.0	3.0	4.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas goettingensis	0.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia alni	0.0	0.0	382.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	48.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas aquatica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter paneuropaeus	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	16.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas shirazica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus marcusii	0.0	3.0	1.0	39.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	2.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter septicus	1.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferriphilus	0.0	0.0	6.0	1.0	1.0	0.0	2.0	0.0	1.0	3.0	5.0	2.0	24.0	1.0	1.0	0.0	0.0	0.0	2.0	7.0	0.0	1.0	0.0	2.0	23.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sanguinis	0.0	0.0	3.0	1.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Reyranellaceae;g__Reyranella;s__Reyranella aquatilis	0.0	2.0	10.0	10.0	2.0	11.0	0.0	1.0	8.0	5.0	1.0	4.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	7.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas alloputida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	3.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia ilealis	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus;s__Trichococcus pasteurii	0.0	6.0	8.0	8.0	0.0	2.0	0.0	2.0	4.0	4.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter albensis	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter kookii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
